7.59	-0.329268E-04   -0.103853E-05 -0.108455E-04 -0.839427E-06 
7.709	-0.319011E-04	-0.980150E-06	-0.104915E-04	-0.792237E-06
8.333	-0.271372E-04  -0.729890E-06 -0.884562E-05 -0.589956E-06
