   1.0000000e+00   0.0000000e+00   0.0000000e+00   1.4000000e-02   1.0080000e+00   8.9870000e-05
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4496400e+00  -1.1907500e-01  -2.1577200e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.3495300e+00  -9.3708600e-01   1.3268500e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.7137000e-02  -2.0053800e-01  -3.0562000e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.0996200e-03   1.0658700e-02   1.8502500e-02
   2.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e-02   4.0030000e+00   1.7850000e-04
   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0648800e+00   1.0476800e+00  -2.5635700e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.2905500e+00  -8.5180500e-02   2.0253600e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.0725600e-01  -4.0352700e-01  -4.4871000e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.4446500e-02   2.6939800e-02   2.7969100e-02
   3.0000000e+00   0.0000000e+00   0.0000000e+00   5.5000000e-02   6.9400000e+00   5.3400000e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.7537000e+00   1.3436600e+00  -1.0874000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.8180100e+00   1.8155700e-01   1.0336800e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.4173800e-01  -4.2398100e-01  -1.9037700e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6254200e-02   2.6619000e-02   7.7995500e-03
   4.0000000e+00   0.0000000e+00   0.0000000e+00   1.1200000e-01   9.0120000e+00   1.8480000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.0451100e+00   2.0086000e+00  -6.9007900e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.8348700e+00  -4.6192000e-02   9.4644800e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.1002100e-01  -3.3701800e-01  -1.7114200e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2952600e-02   1.8693900e-02   6.5141300e-03
   5.0000000e+00   0.0000000e+00   0.0000000e+00   1.8800000e-01   1.0811000e+01   2.3400000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.9505700e+00   2.6186200e+00  -7.9117700e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.7417300e+00  -2.0791600e-01   1.2161100e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.1513800e-01  -2.8628300e-01  -2.3908700e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2784500e-02   1.4496600e-02   1.1768600e-02
   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.8400000e-01   1.2010000e+01   1.5800000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0687900e+01   3.1086100e+00  -9.8287800e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.7140000e+00  -2.6058000e-01   1.4669300e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0053000e-01  -2.7197400e-01  -2.9374300e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0724800e-02   1.3518100e-02   1.5600500e-02
   7.0000000e+00   0.0000000e+00   0.0000000e+00   4.0200000e-01   1.4008000e+01   1.2500000e-03
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1276500e+01   3.4776000e+00  -1.2369300e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.6540000e+00  -2.1576200e-01   1.7451000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0044500e-01  -2.8887400e-01  -3.5466000e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0076500e-02   1.5131200e-02   1.9870500e-02
   8.0000000e+00   0.0000000e+00   0.0000000e+00   5.3200000e-01   1.6000000e+01   1.4290000e-03
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1713000e+01   3.7723900e+00  -1.7367900e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5722900e+00  -1.4853900e-01   2.1768600e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0589300e-01  -3.0712400e-01  -4.4905000e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9924400e-02   1.6730300e-02   2.6473300e-02
   9.0000000e+00   0.0000000e+00   0.0000000e+00   6.8600000e-01   1.9000000e+01   1.1080000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2096300e+01   4.0071600e+00  -1.8757000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.4414800e+00  -5.6090800e-02   2.3201600e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.3446100e-01  -3.3201700e-01  -4.7541200e-01
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1953700e-02   1.8793400e-02   2.8068000e-02
   1.0000000e+01   0.0000000e+00   0.0000000e+00   8.6700000e-01   2.0183000e+01   9.0000000e-04
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2448500e+01   4.2015100e+00  -1.7551000e+00
