  -3.0000000e+00   1.9580196e-01   4.9413852e-02
  -2.5000000e+00   4.2908414e-01   6.2900506e-02
  -2.0000000e+00   2.4432051e+00   1.4560232e-01
  -1.5000000e+00   1.5064075e+01   3.6024253e-01
  -1.0000000e+00   5.2242468e+01   6.7014058e-01
  -5.0000000e-01   1.3267869e+02   1.0629556e+00
   0.0000000e+00   1.8640973e+02   1.2604933e+00
   5.0000000e-01   1.3651665e+02   1.0790105e+00
   1.0000000e+00   4.8006751e+01   6.3996669e-01
   1.5000000e+00   4.5415630e+00   2.3974832e-02
   2.0000000e+00   2.1933109e+00   1.3645229e-01
   2.5000000e+00   3.1073062e-01   6.4630104e-03
   3.5000000e+00   1.0876479e-01   3.8754608e-03
   4.5000000e+00   7.3675718e-02   3.2046129e-03
   5.5000000e+00   4.7374764e-02   2.5853363e-03
   6.5000000e+00   4.1281911e-02   2.4077573e-03
   7.5000000e+00   3.6254768e-02   2.2427222e-03
   8.5000000e+00   3.2677459e-02   2.1371790e-03
   9.5000000e+00   2.4510083e-02   1.8493884e-03
   1.0500000e+01   2.4170699e-02   1.8508490e-03
   1.1500000e+01   2.2008508e-02   1.7722077e-03
   1.2500000e+01   2.4315421e-02   1.8619309e-03
   1.3500000e+01   2.1944477e-02   1.7612371e-03
   1.4500000e+01   2.0658899e-02   1.7153679e-03
   1.5500000e+01   2.2880752e-02   1.8185462e-03
   1.6500000e+01   2.3784187e-02   1.8548368e-03
   1.7500000e+01   2.1933536e-02   1.7720404e-03
   1.8500000e+01   2.0160003e-02   1.6979953e-03
   1.9500000e+01   1.9432892e-02   1.6734842e-03
   2.0500000e+01   2.2069177e-02   1.7889642e-03
   2.1500000e+01   1.9366995e-02   1.6678095e-03
   2.2500000e+01   1.9427134e-02   1.6666965e-03
   2.3500000e+01   1.9314060e-02   1.6695775e-03
   2.4500000e+01   2.1989908e-02   1.7648834e-03
   2.5500000e+01   1.8163786e-02   1.6137844e-03
   2.6500000e+01   1.8423515e-02   1.6048748e-03
   2.7500000e+01   1.6971447e-02   1.5588909e-03
   2.8500000e+01   1.7016611e-02   1.5766669e-03
   2.9500000e+01   1.9712494e-02   1.6786229e-03
   3.0500000e+01   1.8629038e-02   1.6419528e-03
   3.1500000e+01   1.6953832e-02   1.5640173e-03
   3.2500000e+01   1.6150489e-02   1.5233328e-03
   3.3500000e+01   2.0240984e-02   1.7048161e-03
   3.4500000e+01   1.8145544e-02   1.6057124e-03
   3.5500000e+01   1.7150517e-02   1.5619545e-03
   3.6500000e+01   1.7662204e-02   1.5951172e-03
   3.7500000e+01   1.4123269e-02   1.4184108e-03
   3.8500000e+01   1.5637461e-02   1.4885126e-03
   3.9500000e+01   1.6907691e-02   1.5597607e-03
   4.0500000e+01   1.6542581e-02   1.5327458e-03
   4.1500000e+01   1.9161362e-02   1.6627265e-03
   4.2500000e+01   1.6668494e-02   1.5376945e-03
   4.3500000e+01   1.5694375e-02   1.4939302e-03
   4.4500000e+01   1.6404942e-02   1.5334803e-03
   4.5500000e+01   1.6339853e-02   1.5139621e-03
   4.6500000e+01   1.6424728e-02   1.5152066e-03
   4.7500000e+01   2.0138860e-02   1.6962145e-03
   4.8500000e+01   1.6858920e-02   1.5552615e-03
   4.9500000e+01   1.6925407e-02   1.5613951e-03
   5.0500000e+01   1.6828502e-02   1.5592377e-03
   5.1500000e+01   1.5826548e-02   1.5065117e-03
   5.2500000e+01   1.2840691e-02   1.3694137e-03
   5.3500000e+01   1.8589129e-02   1.6319821e-03
   5.4500000e+01   1.7220755e-02   5.9131992e-04
   5.5500000e+01   1.8107049e-02   6.0626748e-04
   5.6500000e+01   1.7493010e-02   5.9589588e-04
   5.7500000e+01   1.6793792e-02   5.8593472e-04
   5.8500000e+01   1.7485634e-02   5.9404063e-04
   5.9500000e+01   1.7386294e-02   5.9254260e-04
   6.0500000e+01   1.7706666e-02   6.0662607e-04
   6.1500000e+01   1.7943730e-02   6.1085273e-04
   6.2500000e+01   1.8282672e-02   6.0631660e-04
   6.3500000e+01   1.7447837e-02   5.9497183e-04
