  -3.0000000e+00   3.6754371e-01   5.7980559e-02
  -2.5000000e+00   6.2672532e-01   6.5417470e-02
  -2.0000000e+00   3.5867865e+00   1.5140942e-01
  -1.5000000e+00   2.5739473e+01   4.0328430e-01
  -1.0000000e+00   9.2710815e+01   7.6455192e-01
  -5.0000000e-01   2.2504583e+02   1.1855987e+00
   0.0000000e+00   3.0453084e+02   1.3794033e+00
   5.0000000e-01   2.4239642e+02   1.2313562e+00
   1.0000000e+00   9.7888175e+01   7.8312084e-01
   1.5000000e+00   6.5006185e+00   2.4565067e-02
   2.0000000e+00   2.6390631e+00   1.2818681e-01
   2.5000000e+00   4.5603717e-01   6.7054921e-03
   3.5000000e+00   1.6246216e-01   4.0564208e-03
   4.5000000e+00   1.0131876e-01   3.2184446e-03
   5.5000000e+00   7.2788014e-02   2.7444869e-03
   6.5000000e+00   5.9737639e-02   2.4805304e-03
   7.5000000e+00   5.1231440e-02   2.2832260e-03
   8.5000000e+00   4.1681794e-02   2.0671770e-03
   9.5000000e+00   3.4617970e-02   1.8823234e-03
   1.0500000e+01   3.3569068e-02   1.8680295e-03
   1.1500000e+01   3.2519522e-02   1.8449267e-03
   1.2500000e+01   2.9076813e-02   1.7437483e-03
   1.3500000e+01   2.8404820e-02   1.7160856e-03
   1.4500000e+01   2.4998331e-02   1.6160207e-03
   1.5500000e+01   2.7854789e-02   1.7184102e-03
   1.6500000e+01   2.6794728e-02   1.6860635e-03
   1.7500000e+01   2.7590529e-02   1.7021076e-03
   1.8500000e+01   2.6170646e-02   1.6568612e-03
   1.9500000e+01   2.7018578e-02   1.6899422e-03
   2.0500000e+01   2.8055711e-02   1.7274557e-03
   2.1500000e+01   2.6712059e-02   1.6774775e-03
   2.2500000e+01   2.4133429e-02   1.5909239e-03
   2.3500000e+01   2.5546412e-02   1.6444568e-03
   2.4500000e+01   2.7086011e-02   1.6775078e-03
   2.5500000e+01   2.3126451e-02   1.5594969e-03
   2.6500000e+01   2.3386069e-02   1.5485357e-03
   2.7500000e+01   2.1274896e-02   1.4947815e-03
   2.8500000e+01   2.1486513e-02   1.5173092e-03
   2.9500000e+01   2.4981193e-02   1.6183657e-03
   3.0500000e+01   2.2801577e-02   1.5557350e-03
   3.1500000e+01   2.2300837e-02   1.5362288e-03
   3.2500000e+01   2.6937705e-02   1.6848839e-03
   3.3500000e+01   2.2301105e-02   1.5325428e-03
   3.4500000e+01   2.1749373e-02   1.5055453e-03
   3.5500000e+01   2.3157628e-02   1.5544062e-03
   3.6500000e+01   2.1404009e-02   1.5038531e-03
   3.7500000e+01   2.3403281e-02   1.5637254e-03
   3.8500000e+01   2.1264019e-02   1.4865509e-03
   3.9500000e+01   1.9764232e-02   1.4442538e-03
   4.0500000e+01   2.2375409e-02   1.5266578e-03
