  -2.5000000e+00   1.3867321e-01   3.5587660e-02
  -2.0000000e+00   3.5910443e-01   5.0194212e-02
  -1.5000000e+00   3.0002527e+00   1.4200496e-01
  -1.0000000e+00   1.7072732e+01   3.3729881e-01
  -5.0000000e-01   4.3866529e+01   5.4045186e-01
   0.0000000e+00   5.8037687e+01   6.1908552e-01
   5.0000000e-01   4.1055981e+01   5.2013853e-01
   1.0000000e+00   1.4168434e+01   3.0593564e-01
   1.5000000e+00   2.6075010e+00   1.3126675e-01
   2.0000000e+00   5.2942662e-01   7.2042928e-03
   2.5000000e+00   1.6235715e-01   3.2678613e-02
   3.0000000e+00   1.0860859e-01   3.3628788e-03
   4.0000000e+00   1.5880828e-01   4.1214691e-03
   5.0000000e+00   2.5578435e-01   5.2551688e-03
   6.0000000e+00   3.1497094e-01   5.8669860e-03
   7.0000000e+00   3.4435321e-01   6.1202783e-03
   8.0000000e+00   3.6825288e-01   6.2907478e-03
   9.0000000e+00   3.8128747e-01   6.4250914e-03
   1.0000000e+01   4.1968310e-01   6.7352352e-03
   1.1000000e+01   4.7674966e-01   7.2344892e-03
   1.2000000e+01   5.1690753e-01   7.5589599e-03
   1.3000000e+01   5.5552800e-01   7.8327081e-03
   1.4000000e+01   5.9946431e-01   8.1016443e-03
   1.5000000e+01   6.4747027e-01   8.4518135e-03
   1.6000000e+01   6.8661531e-01   8.7676304e-03
   1.7000000e+01   7.2784657e-01   9.0306240e-03
   1.8000000e+01   7.5554751e-01   9.1534847e-03
   1.9000000e+01   8.2989526e-01   9.5882450e-03
   2.0000000e+01   8.8420627e-01   9.9349570e-03
   2.1000000e+01   9.2698059e-01   1.0204229e-02
   2.2000000e+01   9.3544934e-01   1.0201446e-02
   2.3000000e+01   9.7039827e-01   1.0367247e-02
   2.4000000e+01   9.8367575e-01   1.0486536e-02
   2.5000000e+01   9.8031492e-01   1.0371066e-02
   2.6000000e+01   1.0000000e+00   1.0538495e-02
   2.7000000e+01   9.5439126e-01   1.0166101e-02
   2.8000000e+01   9.2854189e-01   1.0148301e-02
   2.9000000e+01   8.9133942e-01   1.0042949e-02
   3.0000000e+01   8.5861728e-01   9.7503110e-03
   3.1000000e+01   8.2469911e-01   9.6150050e-03
   3.2000000e+01   8.1251486e-01   9.5292685e-03
   3.3000000e+01   7.7870950e-01   9.3094921e-03
   3.4000000e+01   7.3668481e-01   9.0518815e-03
   3.5000000e+01   7.1776741e-01   8.8881405e-03
   3.6000000e+01   6.4204600e-01   8.4110294e-03
   3.7000000e+01   6.1275353e-01   8.2689305e-03
   3.8000000e+01   5.7372968e-01   7.9565418e-03
   3.9000000e+01   5.2151523e-01   7.5655271e-03
   4.0000000e+01   5.0903742e-01   7.5322889e-03
   4.1000000e+01   4.8692207e-01   7.3187097e-03
   4.2000000e+01   4.5696266e-01   7.1463497e-03
   4.3000000e+01   4.3290862e-01   6.8969372e-03
   4.4000000e+01   4.0386845e-01   6.6698267e-03
   4.5000000e+01   3.8490584e-01   6.5373898e-03
   4.6000000e+01   3.5915348e-01   6.2469391e-03
   4.7000000e+01   3.3811681e-01   6.0505164e-03
   4.8000000e+01   3.3440476e-01   6.0832526e-03
   4.9000000e+01   2.9661097e-01   5.7414085e-03
   5.0000000e+01   2.8298616e-01   5.6190401e-03
   5.1000000e+01   2.6134342e-01   5.4079376e-03
   5.2000000e+01   2.3573287e-01   5.1171218e-03
   5.3000000e+01   2.2276451e-01   5.0199544e-03
   5.4000000e+01   2.0473261e-01   4.7666766e-03
   5.5000000e+01   1.8837534e-01   1.7212531e-03
   5.6000000e+01   1.7080214e-01   1.6387903e-03
   5.7000000e+01   1.5760107e-01   1.5741785e-03
   5.8000000e+01   1.4964840e-01   1.5393847e-03
   5.9000000e+01   1.3654383e-01   1.4609918e-03
   6.0000000e+01   1.3041784e-01   1.4283047e-03
   6.1000000e+01   1.1970464e-01   1.3881758e-03
   6.2000000e+01   1.1241277e-01   1.3456257e-03
   6.3000000e+01   1.0529713e-01   1.2806315e-03
   6.4000000e+01   1.0106900e-01   1.2602912e-03
   6.5000000e+01   9.3661493e-02   1.2160352e-03
   6.6000000e+01   8.5825378e-02   1.1654871e-03
   6.7000000e+01   8.1874743e-02   1.1374134e-03
   6.8000000e+01   7.9266181e-02   1.1171043e-03
