-5.093532688658086727e+00 -1.165043561935228018e-02 1.975132623747294911e-04
-4.994532688657571384e+00 -1.126165051381572760e-02 2.955551824213551739e-04
-4.891032688657759309e+00 -1.105566826215182916e-02 3.347023854292046469e-04
-4.792032688657243966e+00 -1.119832228536504597e-02 2.896087548747095170e-04
-4.693032688656728624e+00 -1.101553679775599259e-02 3.187793694384609346e-04
-4.594032688657989638e+00 -1.087962698587719573e-02 3.850756410895243170e-04
-4.490532688658177563e+00 -1.138111793568945956e-02 2.573613455097928729e-04
-4.391532688657662220e+00 -1.142994231881915707e-02 2.423053792488953954e-04
-4.292532688657146878e+00 -1.064591651513208809e-02 3.837423671542710833e-04
-4.193532688656631535e+00 -1.053284288235917937e-02 4.184099428905534612e-04
-4.094532688657892550e+00 -1.066631885530989338e-02 3.322151010367109698e-04
-3.991032688658080474e+00 -1.026751404949784348e-02 4.559818455308008080e-04
-3.892032688657565132e+00 -1.060431544111861170e-02 3.927255832656374669e-04
-3.793032688657049789e+00 -1.059257598302335880e-02 3.800805691576975140e-04
-3.694032688656534447e+00 -1.053718398247352819e-02 4.136874056356717381e-04
-3.590532688656722371e+00 -1.076600507213689058e-02 3.590170156637333262e-04
-3.491532688657983385e+00 -1.005859442234105852e-02 4.697971938183116486e-04
-3.392532688657468043e+00 -9.822359009651627712e-03 4.880889700274121477e-04
-3.293532688656952701e+00 -9.513513733394625763e-03 5.454830659698734797e-04
-3.194532688658213715e+00 -9.509154426458494083e-03 5.530199041867286079e-04
-3.091032688656625282e+00 -9.063369427692957378e-03 5.963698440508464907e-04
-2.992032688657886297e+00 -8.876298221942167249e-03 6.071861573167102333e-04
-2.893032688657370954e+00 -9.130934256893220510e-03 5.932686083160086622e-04
-2.794032688656855612e+00 -8.920741881445952079e-03 6.197361223225198064e-04
-2.690032688656529558e+00 -8.295974737839315050e-03 6.726501857072314993e-04
-2.591032688657790573e+00 -7.177756773709244656e-03 7.610537421528006195e-04
-2.492032688657275230e+00 -7.555840761326077133e-03 7.353233561521121085e-04
-2.393032688656759888e+00 -6.466236756223524111e-03 8.183815471595939700e-04
-2.294032688658020902e+00 -4.268424820207240497e-03 9.732624458100349587e-04
-2.190532688658208826e+00 -5.041477937757977111e-03 9.244310664088612383e-04
-2.091532688657693484e+00 -5.234579908212081550e-03 8.933839286211020872e-04
-1.992532688657178142e+00 -2.008240418748507769e-03 1.101344754103366318e-03
-1.893532688656662799e+00 -2.438925438874536855e-04 1.188012913666517669e-03
-1.794532688657923813e+00 2.487189049515216473e-03 1.334315853864716760e-03
-1.691032688658111738e+00 5.437343374391456069e-03 1.453925657183780494e-03
-1.591532688657082417e+00 1.087497255942629359e-02 1.679083651646693471e-03
-1.492532688656567075e+00 1.800722196224727525e-02 1.893299801944827365e-03
-1.393532688657828089e+00 4.363074039779847590e-02 2.581933433942596064e-03
-1.294532688657312747e+00 9.819440322131933740e-02 3.608909869699298244e-03
-1.191032688657500671e+00 2.429495220446912795e-01 5.541320572810158433e-03
-1.092032688656985329e+00 5.428582611721555207e-01 8.168491407631156206e-03
-9.930326886582463430e-01 1.134719007254429979e+00 1.175928827885491627e-02
-8.935326886572170224e-01 2.262730680605862688e+00 1.659113123418096483e-02
-7.945326886567016800e-01 4.094369549483686477e+00 2.240009320415428315e-02
-6.910326886568896043e-01 6.635348715290001920e+00 2.860213866564204066e-02
-5.920326886581506187e-01 9.772407191710277274e+00 3.473032173851538923e-02
-4.930326886576352763e-01 1.382809143169842869e+01 4.133093875108166670e-02
-3.940326886571199339e-01 1.916430650380241829e+01 4.868826645737798359e-02
-2.905326886573078582e-01 2.623349815419976139e+01 5.698750801246432046e-02
-1.910326886580548944e-01 3.375071167475817191e+01 6.463456419486153515e-02
-9.203268865753955197e-02 4.021916528070486407e+01 7.063005246194256626e-02
6.967311342975790467e-03 4.240477357132457570e+01 7.257363038481798312e-02
1.059673113434911329e-01 3.846302322213993818e+01 6.906428031745083518e-02
2.094673113433032086e-01 3.013416006030175609e+01 6.107552712800249500e-02
3.089673113425561723e-01 2.210960376008972972e+01 5.230097206076712857e-02
4.079673113430715148e-01 1.588942061556121743e+01 4.432271925090559839e-02
5.069673113418105004e-01 1.141051776969878695e+01 3.754189901562442894e-02
6.059673113423258428e-01 8.078032592301603643e+00 3.159927830021633244e-02
7.094673113421379185e-01 5.656698903968403691e+00 2.644241055601108392e-02
8.089673113431672391e-01 3.972273754411689950e+00 2.214849388515271675e-02
9.079673113419062247e-01 2.804284278695617694e+00 1.862142080733215910e-02
1.006967311342421567e+00 1.924681687857998647e+00 1.543097769512584254e-02
1.105967311342936910e+00 1.308367109142356766e+00 1.273620129460418388e-02
1.209967311343262963e+00 8.329283623940936243e-01 1.017066854625015004e-02
1.308967311342001949e+00 5.034179470613665552e-01 7.925547202866811691e-03
1.407967311342517291e+00 2.653309614043685705e-01 5.773792415005501999e-03
1.506967311343032634e+00 1.214270836204570103e-01 3.992355739770388559e-03
1.606467311342285598e+00 4.834488513058440851e-02 2.674736408494614477e-03
1.705467311342800940e+00 1.294024005480914376e-02 1.709206736776814044e-03
1.808967311342613016e+00 1.726470408398649231e-03 1.298272472193737074e-03
1.907967311343128358e+00 -3.752150482801285165e-03 9.916382658604467031e-04
2.007467311342381322e+00 -5.688678753289686668e-03 8.805163588060990060e-04
2.106467311342896664e+00 -8.002200019845449180e-03 7.008997447910795577e-04
2.205467311343412007e+00 -8.890680346749885513e-03 6.251520617710511858e-04
2.308967311343224083e+00 -9.161415996862107627e-03 5.754165880069165217e-04
2.408467311342477046e+00 -9.789590935796191329e-03 5.132027305425553064e-04
2.507467311342992389e+00 -9.877259055946560964e-03 5.109924738417446393e-04
2.606467311343507731e+00 -9.451990931385961803e-03 5.645354040027507564e-04
2.705967311342760695e+00 -1.016149919095406078e-02 4.772965272605823005e-04
2.809467311342572771e+00 -9.920677670968431131e-03 5.045122033678784562e-04
2.908467311343088113e+00 -1.060267265144545883e-02 3.862349034946739351e-04
3.007467311341827099e+00 -1.027021102816755641e-02 4.637022436363436029e-04
3.106967311342856419e+00 -1.028865944045059821e-02 4.641207730575240228e-04
3.205967311343371762e+00 -1.085036878088793504e-02 3.871382513063971660e-04
3.309467311343183837e+00 -1.073477112214479140e-02 3.941266384581742013e-04
3.309467311343183837e+00 -1.073477112214479140e-02 3.941266384581742013e-04
3.507967311342952144e+00 -1.062613904427140571e-02 4.187837640476214408e-04
3.606967311343467486e+00 -1.103880509075483643e-02 3.370009501887888219e-04
3.706467311342720450e+00 -1.107692374881970657e-02 3.472263239596693244e-04
3.805467311343235792e+00 -1.104288516369223740e-02 3.457769596440202859e-04
3.908967311343047868e+00 -1.115703809259182069e-02 3.254392905246539886e-04
4.008467311342300832e+00 -1.145332217605351047e-02 2.818270580876388221e-04
4.107467311342816174e+00 -1.144412831225770019e-02 3.011680935727330992e-04
4.206967311342069138e+00 -1.126389962427312881e-02 3.036527511013040496e-04
4.305967311342584480e+00 -1.133624699824180813e-02 3.006886442573829211e-04
4.409467311342396556e+00 -1.145707516127815635e-02 2.764066580169877770e-04
