-5.064166636289613166e+00 -1.230263897680049734e+00 1.687608793842571228e+22
-4.965166636289097823e+00 -1.229733353966879994e+00 7.486545860907979768e+21
-4.861666636289285748e+00 -1.227552918976256402e+00 1.643874936694007608e+22
-4.762666636288770405e+00 -1.225399475791972614e+00 7.560009197003434099e+21
-4.663666636288255063e+00 -1.223544997837582304e+00 1.668087268414982193e+22
-4.564666636289516077e+00 -1.223105779021217865e+00 1.725655675696935705e+22
-4.461166636289704002e+00 -1.221516883967199485e+00 6.804915194708393722e+21
-4.362166636289188659e+00 -1.218446860536429366e+00 2.187177072423936092e+22
-4.263166636288673317e+00 -1.218426488417789777e+00 8.206886284021025735e+21
-4.164166636288157974e+00 -1.214202647798089174e+00 1.688904216258882725e+22
-4.065166636289418989e+00 -1.213111378417005337e+00 7.739960740808001323e+21
-3.961666636289606913e+00 -1.210622219333468363e+00 1.616146225025195285e+22
-3.862666636289091571e+00 -1.209601726779888864e+00 1.660957583516652012e+22
-3.763666636288576228e+00 -1.207053433804767151e+00 1.662916218260282776e+22
-3.664666636288060886e+00 -1.202755057774456127e+00 1.736487465715489151e+22
-3.561166636288248810e+00 -1.201514433285119754e+00 6.932766870155303059e+21
-3.462166636289509825e+00 -1.200743671831985493e+00 1.638203242909463583e+22
-3.363166636288994482e+00 -1.196558541369814765e+00 3.398124845751219939e+22
-3.264166636288479140e+00 -1.196285241521152010e+00 8.453350066872411750e+21
-3.165166636289740154e+00 -1.189765719554406687e+00 2.167719963049392813e+22
-3.061666636288151722e+00 -1.190954073832757976e+00 1.718054498940593216e+22
-2.962666636289412736e+00 -1.186579435905673829e+00 1.043337080250825074e+22
-2.863666636288897394e+00 -1.186060649797826771e+00 2.254996186386332962e+22
-2.764666636288382051e+00 -1.180665651267171379e+00 9.844275799688996717e+21
-2.660666636288055997e+00 -1.178685085645006403e+00 2.811822603390131215e+22
-2.561666636289317012e+00 -1.172169705873964851e+00 1.607964218685446842e+22
-2.462666636288801669e+00 -1.168004752653796663e+00 7.369057359270492766e+21
-2.363666636288286327e+00 -1.162011211143888501e+00 1.654363468129860007e+22
-2.264666636289547341e+00 -1.159997482196957641e+00 1.603860205657670654e+22
-2.161166636289735266e+00 -1.154377295697868844e+00 1.801442148002958410e+22
-2.062166636289219923e+00 -1.141464653409812735e+00 9.841563174276335403e+21
-1.963166636288704581e+00 -1.128596731762599115e+00 9.873938733023816057e+21
-1.864166636288189238e+00 -1.117722188417690221e+00 9.961333470337649607e+21
-1.765166636289450253e+00 -1.106416298650808594e+00 1.767978418008384917e+22
-1.661666636289638177e+00 -1.075168461658495112e+00 9.228591823214318977e+21
-1.562166636288608856e+00 -1.045909535300598492e+00 9.539957305390198161e+21
-1.463166636288093514e+00 -9.817791176109843532e-01 1.594706528792570810e+22
-1.364166636289354528e+00 -8.370197400310912528e-01 1.747193888426096905e+22
-1.265166636288839186e+00 -4.949150445523234354e-01 2.175368998467956166e+22
-1.161666636289027110e+00 3.642796576648584250e-01 1.162260196103855433e+22
-1.062666636288511768e+00 2.235812650945294244e+00 1.186455647302297479e+22
-9.636666362897727822e-01 6.042079465374302849e+00 1.763376799404954694e+22
-8.641666362887434616e-01 1.263190413689457969e+01 1.560120467194970427e+22
-7.651666362882281192e-01 2.258545401788920515e+01 5.826906091577228132e+21
-6.616666362884160435e-01 3.738449647410197230e+01 1.204881426255347660e+22
-5.626666362896770579e-01 5.694017247929065206e+01 1.714708494227931660e+22
-4.636666362891617155e-01 8.378833348731851061e+01 8.896109961788801417e+21
-3.646666362886463730e-01 1.162216737383800762e+02 8.639569049858289435e+21
-2.611666362888342974e-01 1.537970236554728274e+02 8.963094102269004612e+21
-1.616666362895813336e-01 1.882379889195492524e+02 1.156393394738876855e+22
