6.201 -0.499385E-04	-0.222869E-05	-0.215565E-04	-0.193386E-05
6.205 -0.498725E-04 	-0.222329E-05	-0.215273E-04	-0.192917E-05
6.210 -0.497902E-04 	-0.221656E-05	-0.214909E-04	-0.192333E-05
